CNV_status	Region	Gene
Del	1p13.1	ADPRHL2
Del	1p13.1	TRNAU1AP
Del	1p13.1	C1orf27
Del	1p13.1	C1orf109
Del	1p13.1	C1orf56
Del	1p13.1	CPSF3L
Del	1p13.1	C1orf123
Del	1p13.1	C1orf159
Del	1p13.1	MARC2
Del	1p13.1	AURKAIP1
Del	1p13.1	TTC22
Del	1p13.1	MRPL20
Del	1p13.1	AIM1L
Del	1p13.1	SUSD4
Del	1p13.1	KIF26B
Del	1p13.1	TMEM51
Del	1p13.1	RALGPS2
Del	1p13.1	GPATCH2
Del	1p13.1	BSDC1
Del	1p13.1	XKR8
Del	1p13.1	TMEM39B
Del	1p13.1	PRPF38B
Del	1p13.1	HEATR1
Del	1p13.1	CDCA8
Del	1p13.1	LRRC8D
Del	1p13.1	MSTO1
Del	1p13.1	DARS2
Del	1p13.1	ARHGEF10L
Del	1p13.1	PRMT6
Del	1p13.1	RNF220
Del	1p13.1	VPS13D
Del	1p13.1	FAM176B
Del	1p13.1	GOLPH3L
Del	1p13.1	ATAD3A
Del	1p13.1	TMEM57
Del	1p13.1	KLHDC8A
Del	1p13.1	TRIM62
Del	1p13.1	ETNK2
Del	1p13.1	RAVER2
Del	1p13.1	PANK4
Del	1p13.1	KIRREL
Del	1p13.1	TMEM206
Del	1p13.1	YY1AP1
Del	1p13.1	ECHDC2
Del	1p13.1	FGGY
Del	1p13.1	MCOLN3
Del	1p13.1	SLC22A15
Del	1p13.1	YOD1
Del	1p13.1	CAMK2N1
Del	1p13.1	BATF3
Del	1p13.1	SLC30A10
Del	1p13.1	UBE2Q1
Del	1p13.1	RNPC3
Del	1p13.1	ITLN1
Del	1p13.1	ASAP3
Del	1p13.1	POMGNT1
Del	1p13.1	PNRC2
Del	1p13.1	LRRC40
Del	1p13.1	DEPDC1
Del	1p13.1	PIGV
Del	1p13.1	ZNF692
Del	1p13.1	NBPF1
Del	1p13.1	IARS2
Del	1p13.1	MAP7D1
Del	1p13.1	IPO9
Del	1p13.1	TMEM48
Del	1p13.1	NECAP2
Del	1p13.1	IQCC
Del	1p13.1	C1orf112
Del	1p13.1	HHAT
Del	1p13.1	DNAJC11
Del	1p13.1	ENAH
Del	1p13.1	NUP133
Del	1p13.1	RCOR3
Del	1p13.1	C1orf106
Del	1p13.1	LRIF1
Del	1p13.1	FAM63A
Del	1p13.1	ADCY10
Del	1p13.1	DCAF6
Del	1p13.1	ASH1L
Del	1p13.1	LENEP
Del	1p13.1	CTTNBP2NL
Del	1p13.1	RCC2
Del	1p13.1	FAM212B
Del	1p13.1	DMAP1
Del	1p13.1	AJAP1
Del	1p13.1	GNG12
Del	1p13.1	SLC50A1
Del	1p13.1	TMEM234
Del	1p13.1	FAM54B
Del	1p13.1	SERTAD4
Del	1p13.1	CCBL2
Del	1p13.1	ERO1LB
Del	1p13.1	FMN2
Del	1p13.1	SLAMF8
Del	1p13.1	CDC42SE1
Del	1p13.1	UBQLN4
Del	1p13.1	TMEM167B
Del	1p13.1	OLFML3
Del	1p13.1	SMYD2
Del	1p13.1	LHX9
Del	1p13.1	OTUD7B
Del	1p13.1	ADCK3
Del	1p13.1	CTNNBIP1
Del	1p13.1	C1orf63
Del	1p13.1	AGTRAP
Del	1p13.1	PITHD1
Del	1p13.1	RAB25
Del	1p13.1	PGLYRP4
Del	1p13.1	ZNF695
Del	1p13.1	RHBG
Del	1p13.1	MAN1C1
Del	1p13.1	SCYL3
Del	1p13.1	GJC2
Del	1p13.1	CAMK1G
Del	1p13.1	NIPAL3
Del	1p13.1	SEPN1
Del	1p13.1	ATP8B2
Del	1p13.1	TP73-AS1
Del	1p13.1	VANGL2
Del	1p13.1	FAM91A2
Del	1p13.1	PBXIP1
Del	1p13.1	S100A14
Del	1p13.1	PLEKHG5
Del	1p13.1	GATAD2B
Del	1p13.1	AMIGO1
Del	1p13.1	LRRC47
Del	1p13.1	ODF2L
Del	1p13.1	CGN
Del	1p13.1	KIAA1324
Del	1p13.1	PTCHD2
Del	1p13.1	IGSF9
Del	1p13.1	LRRC7
Del	1p13.1	SIPA1L2
Del	1p13.1	KIF17
Del	1p13.1	ZNF687
Del	1p13.1	ZSWIM5
Del	1p13.1	POGK
Del	1p13.1	KIAA1522
Del	1p13.1	HCN3
Del	1p13.1	CACHD1
Del	1p13.1	MIER1
Del	1p13.1	KIAA1614
Del	1p13.1	FAM5B
Del	1p13.1	HES4
Del	1p13.1	C1orf114
Del	1p13.1	GRHL3
Del	1p13.1	SLAMF7
Del	1p13.1	ZP4
Del	1p13.1	CADM3
Del	1p13.1	PTBP2
Del	1p13.1	RHOU
Del	1p13.1	PRUNE
Del	1p13.1	DNASE2B
Del	1p13.1	DLGAP3
Del	1p13.1	IL22RA1
Del	1p13.1	HIVEP3
Del	1p13.1	KLHL12
Del	1p13.1	LGR6
Del	1p13.1	GPBP1L1
Del	1p13.1	HAPLN2
Del	1p13.1	MIIP
Del	1p13.1	GAS5
Del	1p13.1	PAPPA2
Del	1p13.1	CELA2A
Del	1p13.1	BCAN
Del	1p13.1	GPATCH3
Del	1p13.1	TNN
Del	1p13.1	MRPS14
Del	1p13.1	DMRTB1
Del	1p13.1	DMRTA2
Del	1p13.1	CLSPN
Del	1p13.1	PRDM16
Del	1p13.1	OXCT2
Del	1p13.1	RRAGC
Del	1p13.1	ELTD1
Del	1p13.1	TINAGL1
Del	1p13.1	LEPRE1
Del	1p13.1	TFB2M
Del	1p13.1	SEMA4A
Del	1p13.1	TOR3A
Del	1p13.1	RFWD2
Del	1p13.1	GREM2
Del	1p13.1	RGS18
Del	1p13.1	PLA2G2F
Del	1p13.1	HIAT1
Del	1p13.1	NUCKS1
Del	1p13.1	SMAP2
Del	1p13.1	ACBD3
Del	1p13.1	SMYD3
Del	1p13.1	ATPAF1
Del	1p13.1	MARC1
Del	1p13.1	S100PBP
Del	1p13.1	MEAF6
Del	1p13.1	RBM15
Del	1p13.1	DEM1
Del	1p13.1	CEP85
Del	1p13.1	ARV1
Del	1p13.1	NMNAT1
Del	1p13.1	ELOVL1
Del	1p13.1	AIDA
Del	1p13.1	VWA1
Del	1p13.1	DCLRE1B
Del	1p13.1	MRPS15
Del	1p13.1	MRPL9
Del	1p13.1	PINK1
Del	1p13.1	JMJD4
Del	1p13.1	MARCKSL1
Del	1p13.1	PRAMEF1
Del	1p13.1	PRAMEF2
Del	1p13.1	INTS3
Del	1p13.1	NADK
Del	1p13.1	ZNF643
Del	1p13.1	SELRC1
Del	1p13.1	PHACTR4
Del	1p13.1	C1orf135
Del	1p13.1	SCNM1
Del	1p13.1	ERI3
Del	1p13.1	C1orf50
Del	1p13.1	WDR77
Del	1p13.1	C1orf116
Del	1p13.1	MGC4473
Del	1p13.1	CCDC28B
Del	1p13.1	C1orf35
Del	1p13.1	EFHD2
Del	1p13.1	MMEL1
Del	1p13.1	RSG1
Del	1p13.1	FCRL2
Del	1p13.1	DLEU2L
Del	1p13.1	OR4F5
Del	1p13.1	NKAIN1
Del	1p13.1	TTC13
Del	1p13.1	EPS8L3
Del	1p13.1	CDC73
Del	1p13.1	MRPL24
Del	1p13.1	MUL1
Del	1p13.1	PGBD5
Del	1p13.1	TNFAIP8L2
Del	1p13.1	C1orf54
Del	1p13.1	TMEM53
Del	1p13.1	AKIRIN1
Del	1p13.1	HECTD3
Del	1p13.1	BEND5
Del	1p13.1	VTCN1
Del	1p13.1	YRDC
Del	1p13.1	ZYG11B
Del	1p13.1	NOL9
Del	1p13.1	PPCS
Del	1p13.1	LIN28A
Del	1p13.1	SH3D21
Del	1p13.1	TTLL7
Del	1p13.1	SNIP1
Del	1p13.1	C1orf115
Del	1p13.1	HHIPL2
Del	1p13.1	VASH2
Del	1p13.1	AGMAT
Del	1p13.1	WDR78
Del	1p13.1	ZMYM1
Del	1p13.1	LINC00115
Del	1p13.1	ZNF669
Del	1p13.1	RPAP2
Del	1p13.1	ZNF672
Del	1p13.1	MORN1
Del	1p13.1	FAM110D
Del	1p13.1	KIAA0319L
Del	1p13.1	DHDDS
Del	1p13.1	PAQR6
Del	1p13.1	DENND2D
Del	1p13.1	WLS
Del	1p13.1	PCNXL2
Del	1p13.1	GPR157
Del	1p13.1	TRIM46
Del	1p13.1	C1orf129
Del	1p13.1	RPF1
Del	1p13.1	SIKE1
Del	1p13.1	ZC3H12A
Del	1p13.1	SPSB1
Del	1p13.1	TARS2
Del	1p13.1	WDR26
Del	1p13.1	TRIM45
Del	1p13.1	EDEM3
Del	1p13.1	FLAD1
Del	1p13.1	TRAF3IP3
Del	1p13.1	GLTPD1
Del	1p13.1	ZNF436
Del	1p13.1	TAS1R2
Del	1p13.1	TAS1R1
Del	1p13.1	SH3BP5L
Del	1p13.1	NPL
Del	1p13.1	GJA9
Del	1p13.1	OR4F16
Del	1p13.1	OR6N2
Del	1p13.1	OR6K2
Del	1p13.1	OR2G3
Del	1p13.1	OR2G2
Del	1p13.1	OR2C3
Del	1p13.1	SYNC
Del	1p13.1	CFHR5
Del	1p13.1	TRIM11
Del	1p13.1	C1orf21
Del	1p13.1	ACTL8
Del	1p13.1	ANKRD13C
Del	1p13.1	PVRL4
Del	1p13.1	SNX27
Del	1p13.1	ANP32E
Del	1p13.1	SHCBP1L
Del	1p13.1	TRMT1L
Del	1p13.1	TSSK3
Del	1p13.1	CCNL2
Del	1p13.1	NUAK2
Del	1p13.1	VANGL1
Del	1p13.1	ST6GALNAC5
Del	1p13.1	ISG20L2
Del	1p13.1	HYI
Del	1p13.1	FCRL5
Del	1p13.1	FCRL4
Del	1p13.1	SH3BGRL3
Del	1p13.1	DDX59
Del	1p13.1	NUF2
Del	1p13.1	RASSF5
Del	1p13.1	SESN2
Del	1p13.1	ESPN
Del	1p13.1	TAS1R3
Del	1p13.1	ATAD3B
Del	1p13.1	HMCN1
Del	1p13.1	GPR61
Del	1p13.1	MIXL1
Del	1p13.1	STK40
Del	1p13.1	C1orf124
Del	1p13.1	TM2D1
Del	1p13.1	FCAMR
Del	1p13.1	REG4
Del	1p13.1	OBSCN
Del	1p13.1	TMEM222
Del	1p13.1	C1orf49
Del	1p13.1	PLEKHN1
Del	1p13.1	HORMAD1
Del	1p13.1	TOMM40L
Del	1p13.1	SYDE2
Del	1p13.1	ZNF644
Del	1p13.1	USP48
Del	1p13.1	ZMYND12
Del	1p13.1	NBPF3
Del	1p13.1	LRRC8C
Del	1p13.1	ZDHHC18
Del	1p13.1	SGIP1
Del	1p13.1	POLR3GL
Del	1p13.1	SLC25A33
Del	1p13.1	TMEM79
Del	1p13.1	NTPCR
Del	1p13.1	EFCAB2
Del	1p13.1	DDI2
Del	1p13.1	ACBD6
Del	1p13.1	LZIC
Del	1p13.1	PROK1
Del	1p13.1	KIAA1804
Del	1p13.1	EFCAB7
Del	1p13.1	ZBTB37
Del	1p13.1	NT5C1A
Del	1p13.1	LCE3D
Del	1p13.1	TRIM63
Del	1p13.1	LINC00260
Del	1p13.1	PSRC1
Del	1p13.1	FAM167B
Del	1p13.1	LINC00467
Del	1p13.1	MGC12982
Del	1p13.1	C1orf170
Del	1p13.1	CROCCP2
Del	1p13.1	FCRLA
Del	1p13.1	ANKRD36BP1
Del	1p13.1	ZNF496
Del	1p13.1	HPDL
Del	1p13.1	ATP1A1OS
Del	1p13.1	AGBL4
Del	1p13.1	MFSD2A
Del	1p13.1	C1orf198
Del	1p13.1	PPP1R15B
Del	1p13.1	ATG4C
Del	1p13.1	MAEL
Del	1p13.1	PRPF38A
Del	1p13.1	SYTL1
Del	1p13.1	IGSF21
Del	1p13.1	LSM10
Del	1p13.1	C1orf94
Del	1p13.1	DISP1
Del	1p13.1	SNHG12
Del	1p13.1	FAM40A
Del	1p13.1	RGS8
Del	1p13.1	SLC45A3
Del	1p13.1	DOCK7
Del	1p13.1	KIAA1751
Del	1p13.1	WNT3A
Del	1p13.1	NAV1
Del	1p13.1	SEC16B
Del	1p13.1	AQP10
Del	1p13.1	LHX4
Del	1p13.1	SLAMF9
Del	1p13.1	KIAA2013
Del	1p13.1	THAP3
Del	1p13.1	C1orf201
Del	1p13.1	PYGO2
Del	1p13.1	ANGEL2
Del	1p13.1	SPOCD1
Del	1p13.1	ZNF697
Del	1p13.1	IGFN1
Del	1p13.1	NUP210L
Del	1p13.1	BTF3L4
Del	1p13.1	UBXN11
Del	1p13.1	NEXN
Del	1p13.1	CENPL
Del	1p13.1	DUSP27
Del	1p13.1	RCSD1
Del	1p13.1	MEX3A
Del	1p13.1	METTL18
Del	1p13.1	GORAB
Del	1p13.1	C1orf105
Del	1p13.1	TMEM183A
Del	1p13.1	HIST3H2A
Del	1p13.1	PIGM
Del	1p13.1	IGSF8
Del	1p13.1	C1orf158
Del	1p13.1	LEMD1
Del	1p13.1	ZNF670
Del	1p13.1	FBXO44
Del	1p13.1	ATPIF1
Del	1p13.1	SNORD46
Del	1p13.1	SNORD38A
Del	1p13.1	SNORD38B
Del	1p13.1	DNAJA1P5
Del	1p13.1	C1orf85
Del	1p13.1	MED8
Del	1p13.1	KTI12
Del	1p13.1	C1orf212
Del	1p13.1	ADC
Del	1p13.1	TMEM54
Del	1p13.1	HENMT1
Del	1p13.1	TOE1
Del	1p13.1	NLRP3
Del	1p13.1	ERMAP
Del	1p13.1	PGLYRP3
Del	1p13.1	CSMD2
Del	1p13.1	MYSM1
Del	1p13.1	GNRHR2
Del	1p13.1	CROCCP3
Del	1p13.1	FHAD1
Del	1p13.1	SLAMF6
Del	1p13.1	OSBPL9
Del	1p13.1	SLC26A9
Del	1p13.1	LOC115110
Del	1p13.1	OMA1
Del	1p13.1	RAB42
Del	1p13.1	FCRL1
Del	1p13.1	FCRL3
Del	1p13.1	LRRC42
Del	1p13.1	GBP4
Del	1p13.1	GBP5
Del	1p13.1	FAM46B
Del	1p13.1	FMO9P
Del	1p13.1	FAM36A
Del	1p13.1	RBP7
Del	1p13.1	TSEN15
Del	1p13.1	FAM129A
Del	1p13.1	SNAP47
Del	1p13.1	ACAP3
Del	1p13.1	TADA1
Del	1p13.1	THEM4
Del	1p13.1	SH2D1B
Del	1p13.1	SSX2IP
Del	1p13.1	UBE2J2
Del	1p13.1	OLFM3
Del	1p13.1	GABPB2
Del	1p13.1	TCHHL1
Del	1p13.1	RPTN
Del	1p13.1	CCDC163P
Del	1p13.1	TDRD10
Del	1p13.1	SHE
Del	1p13.1	C1orf172
Del	1p13.1	C1orf96
Del	1p13.1	LRRC38
Del	1p13.1	AADACL3
Del	1p13.1	PUSL1
Del	1p13.1	B3GALT6
Del	1p13.1	WDR63
Del	1p13.1	KLHDC9
Del	1p13.1	AXDND1
Del	1p13.1	MAB21L3
Del	1p13.1	IFFO2
Del	1p13.1	HIST2H3C
Del	1p13.1	SLC44A3
Del	1p13.1	ATXN7L2
Del	1p13.1	C1orf194
Del	1p13.1	LYPLAL1
Del	1p13.1	OR2M5
Del	1p13.1	OR2M3
Del	1p13.1	OR2T12
Del	1p13.1	OR14C36
Del	1p13.1	OR2T34
Del	1p13.1	OR2T10
Del	1p13.1	OR2T4
Del	1p13.1	OR2T11
Del	1p13.1	ATP6V1G3
Del	1p13.1	ASB17
Del	1p13.1	TYW3
Del	1p13.1	C1orf173
Del	1p13.1	LRRIQ3
Del	1p13.1	TPRG1L
Del	1p13.1	FAM213B
Del	1p13.1	MYOM3
Del	1p13.1	DMBX1
Del	1p13.1	OR10J5
Del	1p13.1	TMCO2
Del	1p13.1	ZNF684
Del	1p13.1	TCEANC2
Del	1p13.1	PODN
Del	1p13.1	LRRC39
Del	1p13.1	GJB4
Del	1p13.1	HMGB4
Del	1p13.1	RNF19B
Del	1p13.1	DCST2
Del	1p13.1	DNAH14
Del	1p13.1	OR2B11
Del	1p13.1	ZNF648
Del	1p13.1	TEDDM1
Del	1p13.1	C1orf122
Del	1p13.1	OSCP1
Del	1p13.1	C1orf216
Del	1p13.1	KLHDC7A
Del	1p13.1	VWA5B1
Del	1p13.1	UBXN10
Del	1p13.1	C1orf87
Del	1p13.1	ARL8A
Del	1p13.1	SYT2
Del	1p13.1	LOC127841
Del	1p13.1	GOLT1A
Del	1p13.1	UHMK1
Del	1p13.1	FCRLB
Del	1p13.1	WDR64
Del	1p13.1	C1orf131
Del	1p13.1	LIX1L
Del	1p13.1	HSD3BP4
Del	1p13.1	SPATA17
Del	1p13.1	EDARADD
Del	1p13.1	KLF17
Del	1p13.1	TMEM125
Del	1p13.1	C1orf182
Del	1p13.1	IQGAP3
Del	1p13.1	APOA1BP
Del	1p13.1	ARHGEF19
Del	1p13.1	MRPL55
Del	1p13.1	HIST3H2BB
Del	1p13.1	DRAM2
Del	1p13.1	C1orf88
Del	1p13.1	C1orf162
Del	1p13.1	OR10T2
Del	1p13.1	OR6P1
Del	1p13.1	OR10X1
Del	1p13.1	OR10Z1
Del	1p13.1	OR6K6
Del	1p13.1	OR6N1
Del	1p13.1	TATDN3
Del	1p13.1	S100A16
Del	1p13.1	NEK7
Del	1p13.1	ACTRT2
Del	1p13.1	MIB2
Del	1p13.1	ITLN2
Del	1p13.1	SYT6
Del	1p13.1	C1orf74
Del	1p13.1	CREB3L4
Del	1p13.1	C1orf127
Del	1p13.1	BROX
Del	1p13.1	SAMD11
Del	1p13.1	LOC148413
Del	1p13.1	SAMD13
Del	1p13.1	C1orf52
Del	1p13.1	PHF13
Del	1p13.1	C1orf51
Del	1p13.1	TMEM56
Del	1p13.1	NBPF4
Del	1p13.1	UBE2U
Del	1p13.1	SLC35F3
Del	1p13.1	LOC148696
Del	1p13.1	LOC148709
Del	1p13.1	PTPRVP
Del	1p13.1	HFE2
Del	1p13.1	ANKRD35
Del	1p13.1	FAM163A
Del	1p13.1	B3GALNT2
Del	1p13.1	MFSD4
Del	1p13.1	PM20D1
Del	1p13.1	C1orf150
Del	1p13.1	LOC148824
Del	1p13.1	SLC30A7
Del	1p13.1	CCDC27
Del	1p13.1	C1orf213
Del	1p13.1	KNCN
Del	1p13.1	MOB3C
Del	1p13.1	GLIS1
Del	1p13.1	LELP1
Del	1p13.1	RC3H1
Del	1p13.1	MGC27382
Del	1p13.1	DCDC2B
Del	1p13.1	ZNF362
Del	1p13.1	LOC149086
Del	1p13.1	DCST1
Del	1p13.1	CNIH3
Del	1p13.1	LOC149134
Del	1p13.1	MANEAL
Del	1p13.1	IL23R
Del	1p13.1	METTL11B
Del	1p13.1	FAM78B
Del	1p13.1	SHISA4
Del	1p13.1	EXOC8
Del	1p13.1	PDIK1L
Del	1p13.1	BNIPL
Del	1p13.1	CLDN19
Del	1p13.1	WDR65
Del	1p13.1	C1orf210
Del	1p13.1	CCDC24
Del	1p13.1	BTBD19
Del	1p13.1	CCDC17
Del	1p13.1	LRRC71
Del	1p13.1	C1orf64
Del	1p13.1	RNF187
Del	1p13.1	RP11-165H20.1
Del	1p13.1	PYHIN1
Del	1p13.1	C1orf227
Del	1p13.1	FAM71A
Del	1p13.1	SLC2A7
Del	1p13.1	DENND2C
Del	1p13.1	GBP6
Del	1p13.1	LPPR5
Del	1p13.1	FNDC7
Del	1p13.1	DENND1B
Del	1p13.1	TDRD5
Del	1p13.1	TOR1AIP2
Del	1p13.1	CALML6
Del	1p13.1	IL28RA
Del	1p13.1	CYP4Z2P
Del	1p13.1	CITED4
Del	1p13.1	FLJ40434
Del	1p13.1	C1orf177
Del	1p13.1	SPRR4
Del	1p13.1	KANK4
Del	1p13.1	SASS6
Del	1p13.1	C1orf55
Del	1p13.1	CNST
Del	1p13.1	FAM43B
Del	1p13.1	PPIAL4A
Del	1p13.1	HFM1
Del	1p13.1	PAQR7
Del	1p13.1	TTC24
Del	1p13.1	C1orf65
Del	1p13.1	UBL4B
Del	1p13.1	PDIA3P
Del	1p13.1	EIF2C3
Del	1p13.1	EIF2C4
Del	1p13.1	LCE4A
Del	1p13.1	ALG14
Del	1p13.1	FAM76A
Del	1p13.1	LINC00466
Del	1p13.1	C1orf168
Del	1p13.1	TMEM201
Del	1p13.1	TMEM61
Del	1p13.1	CYP4Z1
Del	1p13.1	C1orf86
Del	1p13.1	CDCP2
Del	1p13.1	SLC5A9
Del	1p13.1	CC2D1B
Del	1p13.1	NBPF11
Del	1p13.1	NUDT17
Del	1p13.1	FLJ23867
Del	1p13.1	TXLNA
Del	1p13.1	TCTEX1D1
Del	1p13.1	PLD5
Del	1p13.1	C1orf100
Del	1p13.1	SPAG17
Del	1p13.1	SLFNL1
Del	1p13.1	KRTCAP2
Del	1p13.1	CRTC2
Del	1p13.1	C1orf126
Del	1p13.1	IBA57
Del	1p13.1	HIPK1
Del	1p13.1	SLC44A5
Del	1p13.1	ATAD3C
Del	1p13.1	AKR7L
Del	1p13.1	AKR7A2P1
Del	1p13.1	TMEM9
Del	1p13.1	FNDC5
Del	1p13.1	EPHX4
Del	1p13.1	LOC254099
Del	1p13.1	TTLL10
Del	1p13.1	AKNAD1
Del	1p13.1	SLC41A1
Del	1p13.1	OR2T6
Del	1p13.1	LCE5A
Del	1p13.1	TMCO4
Del	1p13.1	MCOLN2
Del	1p13.1	COL24A1
Del	1p13.1	LOC255654
Del	1p13.1	PCSK9
Del	1p13.1	SYT14
Del	1p13.1	ST6GALNAC3
Del	1p13.1	C1orf101
Del	1p13.1	ZNF683
Del	1p13.1	ARHGAP30
Del	1p13.1	C1orf192
Del	1p13.1	NEGR1
Del	1p13.1	ASPM
Del	1p13.1	MDS2
Del	1p13.1	CYP4X1
Del	1p13.1	MAGI3
Del	1p13.1	TIPRL
Del	1p13.1	NPHP4
Del	1p13.1	BEST4
Del	1p13.1	PGBD2
Del	1p13.1	FAM19A3
Del	1p13.1	RIIAD1
Del	1p13.1	THEM5
Del	1p13.1	OR2L13
Del	1p13.1	SLC9A11
Del	1p13.1	OR14A16
Del	1p13.1	CYP4A22
Del	1p13.1	C1orf185
Del	1p13.1	LOC284551
Del	1p13.1	NBPF15
Del	1p13.1	LINC00303
Del	1p13.1	LOC284576
Del	1p13.1	LOC284578
Del	1p13.1	LOC284581
Del	1p13.1	FAM41C
Del	1p13.1	FAM102B
Del	1p13.1	SYPL2
Del	1p13.1	CYB561D1
Del	1p13.1	ANKRD34A
Del	1p13.1	RUSC1-AS1
Del	1p13.1	LOC284632
Del	1p13.1	LOC284648
Del	1p13.1	DKFZP564C196
Del	1p13.1	RSPO1
Del	1p13.1	EPHA10
Del	1p13.1	LOC284661
Del	1p13.1	C1orf204
Del	1p13.1	C1orf111
Del	1p13.1	LOC284688
Del	1p13.1	ZNF326
Del	1p13.1	BTBD8
Del	1p13.1	HNRNPU-AS1
Del	1p13.1	RIMKLA
Del	1p13.1	SLC25A34
Del	1p13.1	ESPNP
Del	1p13.1	LIN9
Del	1p13.1	VN1R5
Del	1p13.1	HIST2H2AB
Del	1p13.1	PPM1J
Del	1p13.1	HIST2H3A
Del	1p13.1	HIST2H2BC
Del	1p13.1	HIST2H2BA
Del	1p13.1	FAM151A
Del	1p13.1	S100A7A
Del	1p13.1	LINGO4
Del	1p13.1	RXFP4
Del	1p13.1	ANKRD45
Del	1p13.1	LOC339442
Del	1p13.1	C1orf174
Del	1p13.1	KLHL17
Del	1p13.1	TMEM240
Del	1p13.1	TMEM52
Del	1p13.1	FAM5C
Del	1p13.1	MTMR9LP
Del	1p13.1	ZBTB8OS
Del	1p13.1	TFAP2E
Del	1p13.1	ZNF678
Del	1p13.1	PRSS38
Del	1p13.1	LOC339505
Del	1p13.1	C1orf110
Del	1p13.1	FAM58BP
Del	1p13.1	LOC339524
Del	1p13.1	LOC339529
Del	1p13.1	LOC339535
Del	1p13.1	C1orf228
Del	1p13.1	ZNF642
Del	1p13.1	RD3
Del	1p13.1	AADACL4
Del	1p13.1	PRAMEF5
Del	1p13.1	HNRNPCL1
Del	1p13.1	PRAMEF9
Del	1p13.1	PRAMEF10
Del	1p13.1	CCDC18
Del	1p13.1	OR6F1
Del	1p13.1	OR2W3
Del	1p13.1	OR2T8
Del	1p13.1	OR2T3
Del	1p13.1	MYBPHL
Del	1p13.1	OR10R2
Del	1p13.1	FCRL6
Del	1p13.1	KCNT2
Del	1p13.1	BARHL2
Del	1p13.1	HSP90B3P
Del	1p13.1	NBPF7
Del	1p13.1	TCTEX1D4
Del	1p13.1	OR2T29
Del	1p13.1	SERINC2
Del	1p13.1	FAM159A
Del	1p13.1	FAM131C
Del	1p13.1	LCE1A
Del	1p13.1	LCE1B
Del	1p13.1	LCE1C
Del	1p13.1	LCE1D
Del	1p13.1	LCE1E
Del	1p13.1	LCE1F
Del	1p13.1	LCE2A
Del	1p13.1	LCE2C
Del	1p13.1	LCE2D
Del	1p13.1	LCE3A
Del	1p13.1	LCE3B
Del	1p13.1	LCE3C
Del	1p13.1	LCE3E
Del	1p13.1	PADI6
Del	1p13.1	RGSL1
Del	1p13.1	BMP8A
Del	1p13.1	IRF2BP2
Del	1p13.1	ZBTB41
Del	1p13.1	CYCSP52
Del	1p13.1	C1orf187
Del	1p13.1	SPATA21
Del	1p13.1	CCDC23
Del	1p13.1	ATPAF1-AS1
Del	1p13.1	HEATR8
Del	1p13.1	FAM73A
Del	1p13.1	LOC375010
Del	1p13.1	PEAR1
Del	1p13.1	SFT2D2
Del	1p13.1	MIA3
Del	1p13.1	C1orf95
Del	1p13.1	FAM89A
Del	1p13.1	AGRN
Del	1p13.1	RPS10P7
Del	1p13.1	APITD1
Del	1p13.1	CATSPER4
Del	1p13.1	NSUN4
Del	1p13.1	GPR153
Del	1p13.1	ILDR2
Del	1p13.1	FAM132A
Del	1p13.1	HES5
Del	1p13.1	LOC388588
Del	1p13.1	RNF207
Del	1p13.1	TMEM82
Del	1p13.1	TRNP1
Del	1p13.1	CD164L2
Del	1p13.1	LOC388630
Del	1p13.1	LDLRAD1
Del	1p13.1	GBP7
Del	1p13.1	C1orf146
Del	1p13.1	FAM69A
Del	1p13.1	SLC6A17
Del	1p13.1	NOTCH2NL
Del	1p13.1	FLJ39739
Del	1p13.1	LOC388692
Del	1p13.1	LYSMD1
Del	1p13.1	HRNR
Del	1p13.1	FLG2
Del	1p13.1	C1orf189
Del	1p13.1	FMO6P
Del	1p13.1	LINC00272
Del	1p13.1	C1orf53
Del	1p13.1	TMEM81
Del	1p13.1	CAPN8
Del	1p13.1	C1orf31
Del	1p13.1	C1orf229
Del	1p13.1	OR2M1P
Del	1p13.1	HES3
Del	1p13.1	PRAMEF12
Del	1p13.1	PRAMEF21
Del	1p13.1	PRAMEF8
Del	1p13.1	PRAMEF18
Del	1p13.1	PRAMEF17
Del	1p13.1	PLA2G2C
Del	1p13.1	SKINTL
Del	1p13.1	UOX
Del	1p13.1	FRRS1
Del	1p13.1	VHLL
Del	1p13.1	OR10K2
Del	1p13.1	OR10K1
Del	1p13.1	OR6Y1
Del	1p13.1	OR6K3
Del	1p13.1	VSIG8
Del	1p13.1	OR11L1
Del	1p13.1	OR2L8
Del	1p13.1	OR2AK2
Del	1p13.1	OR2L3
Del	1p13.1	OR2M2
Del	1p13.1	OR2T33
Del	1p13.1	OR2M7
Del	1p13.1	OR2G6
Del	1p13.1	TMEM200B
Del	1p13.1	PRAMEF4
Del	1p13.1	PRAMEF13
Del	1p13.1	SH2D5
Del	1p13.1	C1orf130
Del	1p13.1	LOC400752
Del	1p13.1	C1orf141
Del	1p13.1	GBP1P1
Del	1p13.1	FLJ27354
Del	1p13.1	MIR137HG
Del	1p13.1	C1orf226
Del	1p13.1	LOC400794
Del	1p13.1	C1orf220
Del	1p13.1	C1orf140
Del	1p13.1	NBPF9
Del	1p13.1	FAM177B
Del	1p13.1	RNF223
Del	1p13.1	PRAMEF3
Del	1p13.1	LDLRAD2
Del	1p13.1	LOC401980
Del	1p13.1	ZNF847P
Del	1p13.1	OR2T2
Del	1p13.1	OR2T5
Del	1p13.1	OR14I1
Del	1p13.1	LOC402779
