Gene	TUSON_p_value_TSG	TUSON_q_value_TSG	TSG_Probability_LASSO	Chromosome	TSG_Score	TSG_Rank	TUSON_p_value_OG	TUSON_q_value_OG	OG_Probability_LASSO	Chromosome	OG_Score	OG_Rank
RD3	1	1	0.010241064	1	0	17924	0.980285114	0.996579628	0.627979172	1	0.001487995	10868
TFIP11	1	1	0.010217913	22	0	17925	0.434194795	0.915000308	0.647339995	22	0.03857876	8514
MPND	1	1	0.01020785	19	0	17926	0.340293794	0.863740116	0.669040711	19	0.063616909	7098
GJA4	1	1	0.010200889	1	0	17927	0.991716185	0.996579628	0.702389358	1	0.001487995	10385
APCDD1	1	1	0.010195331	18	0	17928	0.118718225	0.694583671	0.68846698	18	0.158275431	3031
GINS4	1	1	0.010160613	8	0	17929	0.991716185	0.996579628	0.603839693	8	0.001487995	11138
KPNA4	1	1	0.010152893	3	0	17930	0.017329713	0.401615015	0.86491696	3	0.396190059	724
DSTYK	1	1	0.010146462	1	0	17931	0.395164275	0.901904112	0.702115653	1	0.044839633	7922
MUC15	1	1	0.010135808	11	0	17932	0.38730585	0.896384179	0.657629485	11	0.047505817	7772
LRCH4	1	1	0.01012884	7	0	17933	0.995005996	0.996579628	0.626740617	7	0.001487995	10885
MOSPD3	1	1	0.010126117	7	0	17934	0.325755291	0.859543219	0.703088452	7	0.065732282	6828
RLBP1	1	1	0.010114259	15	0	17935	0.036455813	0.517922009	0.687478763	15	0.285735633	1212
ZAP70	1	1	0.010107471	2	0	17936	0.033962175	0.513281389	0.594735194	2	0.289644482	1135
LY6K	1	1	0.010089665	8	0	17937	0.991716185	0.996579628	0.698393005	8	0.001487995	10402
SGK3	1	1	0.010076682	8	0	17938	0.386341626	0.896384179	0.684711798	8	0.047505817	7769
TOR1A	1	1	0.010069815	9	0	17939	0.000104676	0.022158611	0.817610234	9	1.654457467	66
CLDN1	1	1	0.010060304	3	0	17940	0.172619485	0.755538969	0.86134604	3	0.121743131	4076
AGXT2	1	1	0.010059755	5	0	17941	0.127761039	0.708038993	0.797066312	5	0.149942824	3198
MDH1B	1	1	0.010057346	2	0	17942	0.274144557	0.827773217	0.567653826	2	0.08208863	5968
TIPARP	1	1	0.010048279	3	0	17943	0.521512818	0.961822465	0.706465124	3	0.016905083	9840
OR10Q1	1	1	0.010042264	11	0	17944	0.266357804	0.8210194	0.597734864	11	0.085646581	5821
KRAS	1	1	0.010034584	12	0	17945	1.28E-49	1.19E-45	0.972689886	12	44.92445304	2
CACHD1	1	1	0.010033397	1	0	17946	0.013256109	0.369804947	0.66338597	1	0.432027283	598
PARP10	1	1	0.010027387	8	0	17947	0.991716185	0.996579628	0.73936555	8	0.001487995	10280
PRKCZ	1	1	0.010007364	1	0	17948	0.994514987	0.996579628	0.607247597	1	0.001487995	11090
PPM1E	1	1	0.010006773	17	0	17949	0.017138353	0.399161208	0.773945244	17	0.398851672	700
SPDYC	1	1	0.010005062	11	0	17950	0.535282552	0.973283635	0.600348712	11	0.011760579	9944
GRPR	1	1	0.010000374	X	0	17951	0.905015951	0.996579628	0.630501462	X	0.001487995	10843
SSX3	1	1	0.009995709	X	0	17952	0.404383403	0.907709833	0.649314793	X	0.04205296	8002
FBXO32	1	1	0.009991594	8	0	17953	0.193828721	0.771604645	0.788740757	8	0.112605167	4495
KRT37	1	1	0.009986117	17	0	17954	0.487454463	0.947340727	0.563713934	17	0.023493792	9365
USH1G	1	1	0.009983754	17	0	17955	0.894394213	0.996579628	0.713188476	17	0.001487995	10353
MAGEA11	1	1	0.009978322	X	0	17956	0.5140566	0.959963306	0.664073878	X	0.017745367	9714
ZSCAN2	1	1	0.009978024	15	0	17957	0.991716185	0.996579628	0.551862028	15	0.001487995	12128
THSD1	1	1	0.009960625	13	0	17958	0.376802348	0.890922919	0.592142694	13	0.050159869	7622
FDXR	1	1	0.009960246	17	0	17959	0.684671942	0.996579628	0.599927596	17	0.001487995	11191
ARF1	1	1	0.009947233	1	0	17960	0.991716185	0.996579628	0.619707733	1	0.001487995	10956
PRPF6	1	1	0.009941931	20	0	17961	0.173741022	0.756891692	0.796512731	20	0.120966262	4086
RASGEF1C	1	1	0.009915667	5	0	17962	0.520621767	0.961314225	0.680479667	5	0.017134631	9762
DOC2A	1	1	0.009915403	16	0	17963	0.325578293	0.859543219	0.730231545	16	0.065732282	6827
PHYH	1	1	0.009910949	10	0	17964	0.079158832	0.63466209	0.692326952	10	0.197457442	2191
FAM105B	1	1	0.009898572	5	0	17965	0.934278741	0.996579628	0.726457122	5	0.001487995	10311
C8orf44	1	1	0.00989721	8	0	17966	0.471241429	0.933734874	0.637469177	8	0.02977642	9108
DAK	1	1	0.009896411	11	0	17967	0.257556619	0.813614085	0.619381941	11	0.089581542	5691
DDI1	1	1	0.009889481	11	0	17968	0.037412874	0.520803377	0.662842857	11	0.283326208	1240
TBL2	1	1	0.009884459	7	0	17969	0.314253536	0.855997636	0.581930433	7	0.067527435	6612
HIST2H2BE	1	1	0.009874773	1	0	17970	0.166807144	0.747058566	0.827043609	1	0.12664535	3971
DTX2	1	1	0.009872861	7	0	17971	0.138895916	0.718516019	0.645347504	7	0.143563545	3434
RHOT2	1	1	0.009867263	16	0	17972	0.553470882	0.989877691	0.630942554	16	0.004418463	10113
GGT1	1	1	0.009860832	22	0	17973	0.130275266	0.711523886	0.777853009	22	0.147810516	3243
FAM127B	1	1	0.009850404	X	0	17974	0.991716185	0.996579628	0.627920891	X	0.001487995	10870
OBP2B	1	1	0.009845037	9	0	17975	0.184162224	0.765117032	0.713204831	9	0.11627213	4176
OGDHL	1	1	0.009844659	10	0	17976	0.051002213	0.572191951	0.604651026	10	0.242458256	1546
JPH2	1	1	0.009843546	20	0	17977	0.095002678	0.656524295	0.73627732	20	0.182749198	2547
GPR32	1	1	0.009814723	19	0	17978	0.49451121	0.947340727	0.547971182	19	0.023493792	9380
ZPBP	1	1	0.009800835	7	0	17979	0.027029986	0.474593864	0.731337164	7	0.323677881	969
ZNF8	1	1	0.009800283	19	0	17980	0.992442301	0.996579628	0.560226509	19	0.001487995	11934
ZNF684	1	1	0.009792559	1	0	17981	0.99419722	0.996579628	0.648664694	1	0.001487995	10692
BTNL3	1	1	0.00979046	5	0	17982	0.126790058	0.706115532	0.724593572	5	0.151124235	3186
SLC47A1	1	1	0.009785263	17	0	17983	0.995759097	0.996579628	0.606723245	17	0.001487995	11098
TPCN2	1	1	0.009772847	11	0	17984	0.230157468	0.796426702	0.724682693	11	0.098854188	5186
TMEM53	1	1	0.00976904	1	0	17985	0.092355746	0.655189131	0.638062952	1	0.183633316	2487
YEATS2	1	1	0.009731385	3	0	17986	0.166807301	0.747058566	0.830865542	3	0.12664535	3970
BPIFB3	1	1	0.009722211	20	0	17987	0.063110858	0.605202543	0.767193499	20	0.218099256	1778
GPR37L1	1	1	0.009712746	1	0	17988	0.338939827	0.86337043	0.750289948	1	0.06380283	6945
TBC1D2	1	1	0.009711501	9	0	17989	0.622944772	0.996579628	0.562090296	9	0.001487995	11897
RAF1	1	1	0.009710125	3	0	17990	0.006641449	0.277724288	0.73426035	3	0.556386138	392
FAM186A	1	1	0.009683306	12	0	17991	0.991716185	0.996579628	0.656072195	12	0.001487995	10640
PCDHGA3	1	1	0.00967325	5	0	17992	0.189344761	0.768493807	0.638851553	5	0.114359628	4385
IQSEC3	1	1	0.00967185	12	0	17993	0.552130114	0.989877691	0.676244363	12	0.004418463	10110
TOX	1	1	0.009663095	8	0	17994	0.002853933	0.200408321	0.879292186	8	0.69808425	226
FLRT2	1	1	0.00965835	14	0	17995	0.014747012	0.379944057	0.617749433	14	0.420280344	651
KLHL11	1	1	0.009653182	17	0	17996	0.239154738	0.801151186	0.678368767	17	0.09628552	5334
SALL4	1	1	0.009650162	20	0	17997	0.33450559	0.86337043	0.743760394	20	0.06380283	6946
EIF3K	1	1	0.009644052	19	0	17998	0.322764503	0.856989076	0.730986512	19	0.067024714	6623
CHAF1B	1	1	0.009638545	21	0	17999	0.362340924	0.883341963	0.703233393	21	0.053871138	7406
SLC17A4	1	1	0.00963646	6	0	18000	0.515622456	0.959963306	0.608276776	6	0.017745367	9718
OR12D3	1	1	0.009613105	6	0	18001	0.357623653	0.878607419	0.647660342	6	0.056205134	7351
TMEM145	1	1	0.009602961	19	0	18002	0.647115231	0.996579628	0.612898972	19	0.001487995	11027
KCNF1	1	1	0.00959567	2	0	18003	0.170571119	0.752147764	0.626316246	2	0.123696831	4048
SLC26A5	1	1	0.00957902	7	0	18004	0.803516864	0.996579628	0.633877255	7	0.001487995	10818
SSTR5	1	1	0.00957679	16	0	18005	0.32989921	0.862085526	0.670683319	16	0.064449646	6900
OR4N5	1	1	0.009557526	14	0	18006	0.335171388	0.86337043	0.589137623	14	0.06380283	6974
AFAP1L1	1	1	0.009553681	5	0	18007	0.078448662	0.633092997	0.676612583	5	0.19853249	2165
SLC41A1	1	1	0.009551005	1	0	18008	0.553470882	0.989877691	0.713590413	1	0.004418463	10109
NOD1	1	1	0.009544837	7	0	18009	0.786534879	0.996579628	0.617154957	7	0.001487995	10985
EIF4A3	1	1	0.0095446	17	0	18010	0.428699321	0.913492428	0.620948734	17	0.039295048	8495
TEKT4	1	1	0.009540062	2	0	18011	0.298491841	0.842386222	0.605350691	2	0.074488745	6377
HIST1H2BH	1	1	0.009538512	6	0	18012	0.084370912	0.641157147	0.680572751	6	0.193035512	2303
SERPINA5	1	1	0.009538095	14	0	18013	0.476197038	0.939468153	0.562010906	14	0.027117937	9186
OR2B11	1	1	0.009532324	1	0	18014	0.26357636	0.819631175	0.7534209	1	0.086381531	5758
ATP12A	1	1	0.009525364	13	0	18015	0.015036649	0.383645334	0.661102386	13	0.416070079	658
FAM50B	1	1	0.00950518	6	0	18016	0.204184894	0.779475568	0.691031451	6	0.108197493	4689
TMLHE	1	1	0.009499354	X	0	18017	0.250483475	0.806839258	0.634356728	X	0.093212979	5563
HK3	1	1	0.009494799	5	0	18018	0.278440497	0.829999611	0.675397965	5	0.080922111	6012
NUP153	1	1	0.009491025	6	0	18019	0.722409216	0.996579628	0.637170519	6	0.001487995	10782
IRX4	1	1	0.009489041	5	0	18020	0.916662165	0.996579628	0.71919945	5	0.001487995	10333
SERINC3	1	1	0.009481212	20	0	18021	0.405865849	0.907709833	0.671907457	20	0.04205296	7999
CPSF1	1	1	0.009472562	8	0	18022	0.408366408	0.910030558	0.817755854	8	0.040944024	8116
NINL	1	1	0.009459915	20	0	18023	0.232225361	0.800207977	0.704717972	20	0.096797124	5208
TRRAP	1	1	0.009459338	7	0	18024	0.123269016	0.701175887	0.7828874	7	0.154173027	3109
KRTAP5-8	1	1	0.009444773	11	0	18025	0.425941082	0.912342592	0.742065199	11	0.03984205	8152
CDK5RAP2	1	1	0.009440361	9	0	18026	0.309033486	0.851025665	0.592269891	9	0.070057342	6537
HIVEP1	1	1	0.009438281	6	0	18027	0.341568269	0.865340256	0.744713506	6	0.062813092	7124
GSS	1	1	0.009422114	20	0	18028	0.942391776	0.996579628	0.666861859	20	0.001487995	10584
PLTP	1	1	0.009419451	20	0	18029	0.083328858	0.640293675	0.743664795	20	0.193620788	2287
SPATA16	1	1	0.00941786	3	0	18030	0.432232832	0.915000308	0.802741909	3	0.03857876	8506
DAB2	1	1	0.009412786	5	0	18031	0.374905707	0.890211057	0.794838561	5	0.050507016	7602
FAM65C	1	1	0.009409401	20	0	18032	0.393292185	0.900304399	0.814875334	20	0.045610628	7886
GDAP1	1	1	0.009408806	8	0	18033	0.135168225	0.715033079	0.826504639	8	0.145673866	3358
PSKH2	1	1	0.009404842	8	0	18034	0.649872533	0.996579628	0.719422031	8	0.001487995	10332
EPO	1	1	0.009399594	7	0	18035	0.338268017	0.86337043	0.714949752	7	0.06380283	6948
C1orf74	1	1	0.009374129	1	0	18036	0.174159242	0.756891692	0.741452301	1	0.120966262	4087
TOR3A	1	1	0.009364247	1	0	18037	0.425918764	0.912342592	0.745423636	1	0.03984205	8151
MYNN	1	1	0.009345397	3	0	18038	0.050764277	0.572191951	0.753090485	3	0.242458256	1542
BRPF1	1	1	0.009345334	3	0	18039	0.065673162	0.611228724	0.650025021	3	0.213796245	1879
SCN4A	1	1	0.009327708	17	0	18040	0.362183854	0.883304896	0.64860642	17	0.053889362	7405
VDR	1	1	0.009321366	12	0	18041	0.036517585	0.517922009	0.715296674	12	0.285735633	1211
NIPAL4	1	1	0.009301667	5	0	18042	0.479001404	0.940841423	0.626669494	5	0.02648357	9216
ZNF425	1	1	0.00929761	7	0	18043	0.373570642	0.889600641	0.631884213	7	0.050804913	7565
LRRN2	1	1	0.00929467	1	0	18044	0.108539513	0.67579728	0.794872798	1	0.170183561	2836
NLGN1	1	1	0.009288466	3	0	18045	0.123932763	0.701175887	0.783273857	3	0.154173027	3108
ROPN1B	1	1	0.009277035	3	0	18046	0.357231917	0.878428083	0.678103417	3	0.056293788	7265
SIGLEC7	1	1	0.009275885	19	0	18047	0.256151127	0.813186785	0.613160255	19	0.089809688	5664
ARHGAP31	1	1	0.009268759	3	0	18048	0.874015333	0.996579628	0.58722348	3	0.001487995	11417
OR10H1	1	1	0.009264453	19	0	18049	0.322764503	0.856989076	0.653982504	19	0.067024714	6639
EMR1	1	1	0.009247737	19	0	18050	0.284451127	0.832390399	0.649129512	19	0.079672938	6102
FAM92A1	1	1	0.009242908	8	0	18051	0.980764844	0.996579628	0.703082868	8	0.001487995	10379
CLEC16A	1	1	0.009230475	16	0	18052	0.970707149	0.996579628	0.633218301	16	0.001487995	10824
ITGAD	1	1	0.009223129	16	0	18053	0.719070701	0.996579628	0.588732548	16	0.001487995	11387
GREM2	1	1	0.009217184	1	0	18054	0.147360681	0.730041829	0.794195518	1	0.136652256	3591
PRL	1	1	0.009184276	6	0	18055	0.515622456	0.959963306	0.585917604	6	0.017745367	9720
BIRC7	1	1	0.009179735	20	0	18056	0.996167305	0.996579628	0.648199621	20	0.001487995	10694
UPF1	1	1	0.009169903	19	0	18057	0.993380693	0.996579628	0.575650732	19	0.001487995	11654
NR5A2	1	1	0.009164375	1	0	18058	0.553470882	0.989877691	0.659049836	1	0.004418463	10112
CADM1	1	1	0.009146027	11	0	18059	0.16077239	0.74181056	0.630051433	11	0.129706989	3801
ASIC1	1	1	0.009131086	12	0	18060	0.995532564	0.996579628	0.575954065	12	0.001487995	11647
KRTAP5-11	1	1	0.009109407	11	0	18061	0.201185779	0.777737285	0.700751504	11	0.10916708	4623
AOC3	1	1	0.009105102	17	0	18062	0.416888389	0.912342592	0.589081492	17	0.03984205	8216
THBS3	1	1	0.009094895	1	0	18063	0.312679948	0.853881396	0.802096708	1	0.068602449	6587
IGSF3	1	1	0.009070715	1	0	18064	0.687359947	0.996579628	0.649368879	1	0.001487995	10686
PCDHB11	1	1	0.009065443	5	0	18065	0.468467449	0.933088449	0.664018713	5	0.030077187	9098
AGTR1	1	1	0.009063745	3	0	18066	0.059050352	0.595013271	0.742531491	3	0.225473348	1732
FAM5B	1	1	0.009058126	1	0	18067	0.057846794	0.590756718	0.79138833	1	0.228591331	1709
BDKRB2	1	1	0.009057198	14	0	18068	0.404383403	0.907709833	0.69323051	14	0.04205296	7994
APCS	1	1	0.009055341	1	0	18069	0.970781983	0.996579628	0.694358241	1	0.001487995	10420
ATP5B	1	1	0.009031812	12	0	18070	0.013838913	0.374540621	0.738701413	12	0.426501074	619
TMEM186	1	1	0.00902356	16	0	18071	0.515622456	0.959963306	0.675759582	16	0.017745367	9713
FASTKD3	1	1	0.009021392	5	0	18072	0.578294651	0.996579628	0.706934901	5	0.001487995	10368
SRD5A3	1	1	0.009008134	4	0	18073	0.991716185	0.996579628	0.646951523	4	0.001487995	10705
HHLA1	1	1	0.009005697	8	0	18074	0.991998997	0.996579628	0.699798909	8	0.001487995	10394
XPO1	1	1	0.008998039	2	0	18075	0.028721115	0.488034942	0.846826916	2	0.311549083	1005
NPHS1	1	1	0.008991514	19	0	18076	0.108255568	0.67579728	0.722201882	19	0.170183561	2837
PRX	1	1	0.008984275	19	0	18077	0.807369314	0.996579628	0.647520226	19	0.001487995	10698
S1PR2	1	1	0.008982761	19	0	18078	0.231766136	0.799327853	0.693704206	19	0.097275054	5204
LY6D	1	1	0.008982643	8	0	18079	0.005069465	0.258439941	0.849942288	8	0.587640367	316
GPS1	1	1	0.008965554	17	0	18080	0.98569562	0.996579628	0.60342219	17	0.001487995	11145
EDN1	1	1	0.008961679	6	0	18081	0.432989599	0.915000308	0.680695572	6	0.03857876	8511
ZIC4	1	1	0.00894966	3	0	18082	0.16471872	0.744137471	0.772614159	3	0.128346826	3940
CLK4	1	1	0.008941212	5	0	18083	0.383287698	0.895824689	0.695913317	5	0.047776973	7704
ERBB3	1	1	0.008938681	12	0	18084	4.99E-06	0.001663165	0.826120433	12	2.779064663	41
POTEF	1	1	0.008934047	2	0	18085	0.182211603	0.765117032	0.635940353	2	0.11627213	4194
LRRIQ4	1	1	0.008923689	3	0	18086	0.638725671	0.996579628	0.676556043	3	0.001487995	10531
OXCT1	1	1	0.008921316	5	0	18087	0.320586417	0.856989076	0.737251695	5	0.067024714	6622
USP5	1	1	0.008914618	12	0	18088	0.103397523	0.66921772	0.724858082	12	0.174432568	2737
TPH2	1	1	0.008906357	12	0	18089	0.279764442	0.830878392	0.727123818	12	0.080462535	6054
UQCRB	1	1	0.008889921	8	0	18090	0.990026558	0.996579628	0.691064975	8	0.001487995	10436
MOCS1	1	1	0.008873895	6	0	18091	0.549329883	0.987958106	0.633136833	6	0.005261471	10092
SKIDA1	1	1	0.008870409	10	0	18092	0.993660646	0.996579628	0.68558016	10	0.001487995	10476
ARHGAP30	1	1	0.008867041	1	0	18093	0.520686556	0.961314225	0.71031634	1	0.017134631	9760
TREML2	1	1	0.008850076	6	0	18094	0.455054393	0.924658479	0.586036076	6	0.034018644	8731
COL6A2	1	1	0.008842435	21	0	18095	0.041082812	0.534927777	0.712384511	21	0.27170485	1319
B3GAT1	1	1	0.008826632	11	0	18096	0.389285225	0.896384179	0.622438484	11	0.047505817	7781
MAPK9	1	1	0.00881951	5	0	18097	0.536905738	0.975380497	0.67565364	5	0.010825932	9990
CCDC19	1	1	0.008810831	1	0	18098	0.109161928	0.67579728	0.858361057	1	0.170183561	2833
NFKBIB	1	1	0.008806605	19	0	18099	0.991716185	0.996579628	0.724477302	19	0.001487995	10321
ST6GALNAC1	1	1	0.008806286	17	0	18100	0.991716185	0.996579628	0.58964298	17	0.001487995	11368
KCNMB3	1	1	0.008792731	3	0	18101	0.28618294	0.832390399	0.690284424	3	0.079672938	6093
DNAH14	1	1	0.008787846	1	0	18102	0.315288629	0.856989076	0.846899053	1	0.067024714	6619
CHRNA9	1	1	0.008780295	4	0	18103	0.083163761	0.640293675	0.666249597	4	0.193620788	2289
PCID2	1	1	0.008778196	13	0	18104	0.599752895	0.996579628	0.599555122	13	0.001487995	11195
ITGB7	1	1	0.008773293	12	0	18105	0.037445202	0.520803377	0.669821101	12	0.283326208	1239
KCNQ2	1	1	0.008772616	20	0	18106	0.012250704	0.360511702	0.805536356	20	0.443080634	564
STK32B	1	1	0.00877038	4	0	18107	0.00567261	0.266218325	0.662476686	4	0.574762053	349
ALDH5A1	1	1	0.008768934	6	0	18108	0.426130956	0.912342592	0.590867577	6	0.03984205	8214
MICALL2	1	1	0.008760766	7	0	18109	0.991716185	0.996579628	0.605917362	7	0.001487995	11109
REN	1	1	0.00875714	1	0	18110	0.334127667	0.86337043	0.807924	1	0.06380283	6940
PENK	1	1	0.008748817	8	0	18111	0.043427808	0.549088217	0.771266478	8	0.260357876	1369
RSPO2	1	1	0.008731173	8	0	18112	0.004727441	0.25157799	0.877110678	8	0.599327357	301
LIPE	1	1	0.008721476	19	0	18113	0.52369993	0.963667717	0.598488148	19	0.01607269	9861
CD300LB	1	1	0.00870668	17	0	18114	0.400320208	0.906947765	0.617301171	17	0.042417725	7979
CHRNB3	1	1	0.008672287	8	0	18115	0.111537917	0.681546825	0.840727358	8	0.166504301	2898
ST6GALNAC3	1	1	0.008669231	1	0	18116	0.199525123	0.776334725	0.591409835	1	0.109950988	4597
OR2L8	1	1	0.008655882	1	0	18117	0.472873667	0.935699112	0.756271555	1	0.028863783	9158
FAM127A	1	1	0.008652648	X	0	18118	0.389285225	0.896384179	0.64988612	X	0.047505817	7776
S100A7L2	1	1	0.008631357	1	0	18119	0.357231917	0.878428083	0.782469103	1	0.056293788	7250
GPAT2	1	1	0.008628483	2	0	18120	0.476175016	0.939468153	0.663230766	2	0.027117937	9184
LYNX1	1	1	0.008623761	8	0	18121	0.996579628	0.996579628	0.698206095	8	0.001487995	10404
LILRA3	1	1	0.008605567	19	0	18122	0.087965279	0.648422828	0.687556249	19	0.188141704	2393
CXCR7	1	1	0.008599659	2	0	18123	0.154070367	0.739851353	0.569480062	2	0.130855528	3709
RNF19A	1	1	0.008594744	8	0	18124	0.164178258	0.743980029	0.806115253	8	0.128438722	3936
LYPD2	1	1	0.008590922	8	0	18125	0.995981193	0.996579628	0.700266024	8	0.001487995	10393
IMPA1	1	1	0.008558353	8	0	18126	0.988741749	0.996579628	0.692697477	8	0.001487995	10425
AGO2	1	1	0.008555221	8	0	18127	0.439799206	0.919933859	0.818262518	8	0.036243396	8656
P2RY13	1	1	0.008555204	3	0	18128	0.944740849	0.996579628	0.6994441	3	0.001487995	10397
EPHB1	1	1	0.00854991	3	0	18129	0.011646205	0.355456648	0.748399563	3	0.449213359	545
DOK5	1	1	0.008544854	20	0	18130	0.0112905	0.349743361	0.821801988	20	0.456250521	537
PHC2	1	1	0.008539722	1	0	18131	0.393437456	0.900304399	0.616920608	1	0.045610628	7890
NOP2	1	1	0.00853875	12	0	18132	0.991426869	0.996579628	0.584060713	12	0.001487995	11494
DPY19L3	1	1	0.008525969	19	0	18133	0.981083937	0.996579628	0.689530293	19	0.001487995	10450
EXOSC4	1	1	0.008502583	8	0	18134	0.986237367	0.996579628	0.71084865	8	0.001487995	10358
TRIM56	1	1	0.008487447	7	0	18135	0.36248403	0.883461387	0.619165622	7	0.053812427	7409
SLC26A11	1	1	0.008473928	17	0	18136	0.159108265	0.74181056	0.753553337	17	0.129706989	3766
RIN1	1	1	0.008470637	11	0	18137	0.489804815	0.947340727	0.589534958	11	0.023493792	9335
PNCK	1	1	0.008469505	X	0	18138	0.56746405	0.996579628	0.639253734	X	0.001487995	10762
UCP3	1	1	0.008446311	11	0	18139	0.235427906	0.800713902	0.817594448	11	0.096522631	5214
OR5D13	1	1	0.008424312	11	0	18140	0.198536331	0.775719599	0.619766236	11	0.110295236	4578
TUBA3E	1	1	0.008418212	2	0	18141	0.241361956	0.802222535	0.643675229	2	0.095705143	5395
LGR6	1	1	0.008417848	1	0	18142	0.57051581	0.996579628	0.685639138	1	0.001487995	10473
TARS	1	1	0.008388513	5	0	18143	0.03603435	0.516151198	0.816390146	5	0.28722306	1190
ATP2A3	1	1	0.008378762	17	0	18144	0.272526143	0.827366962	0.586594274	17	0.082301825	5922
FBXO10	1	1	0.008372783	9	0	18145	0.420142002	0.912342592	0.596026181	9	0.03984205	8209
DMBX1	1	1	0.008369516	1	0	18146	0.209222441	0.782228217	0.683444094	1	0.106666522	4789
ETV1	1	1	0.008365068	7	0	18147	0.004829284	0.253388194	0.7368659	7	0.596213624	307
ITGAM	1	1	0.008361805	16	0	18148	0.409371215	0.910857049	0.615636949	16	0.040549776	8129
HSD17B7	1	1	0.008353192	1	0	18149	0.331847846	0.862952236	0.763811297	1	0.064013242	6919
RNF113B	1	1	0.008345074	13	0	18150	0.146210234	0.728009189	0.7128286	13	0.137863139	3556
CEACAM5	1	1	0.008331858	19	0	18151	0.019024995	0.417129683	0.70557362	19	0.379728905	762
ZNF345	1	1	0.00833093	19	0	18152	0.130275266	0.711523886	0.758230672	19	0.147810516	3244
PGPEP1L	1	1	0.008305612	15	0	18153	0.069103995	0.614390326	0.773305308	15	0.211555631	1975
OSR2	1	1	0.00830476	8	0	18154	0.991716185	0.996579628	0.702067904	8	0.001487995	10386
MYOG	1	1	0.008298715	1	0	18155	0.495658078	0.947340727	0.621292662	1	0.023493792	9316
SLCO1B7	1	1	0.008297653	12	0	18156	0.343728193	0.868577213	0.677126961	12	0.061191568	7141
SYNGR2	1	1	0.008274799	17	0	18157	0.996313989	0.996579628	0.788265742	17	0.001487995	10204
TMOD4	1	1	0.008265233	1	0	18158	0.271746539	0.826971914	0.823825937	1	0.08250924	5912
ELAVL3	1	1	0.008261858	19	0	18159	0.402165809	0.907709833	0.677944246	19	0.04205296	7998
OR4B1	1	1	0.008261252	11	0	18160	0.968577145	0.996579628	0.577782491	11	0.001487995	11608
KCNC2	1	1	0.008255125	12	0	18161	0.528901525	0.968825388	0.599794899	12	0.013754489	9905
FFAR3	1	1	0.008249625	19	0	18162	0.614137684	0.996579628	0.692478342	19	0.001487995	10427
TUFM	1	1	0.008237104	16	0	18163	0.515854788	0.960108767	0.626537724	16	0.017679565	9748
PLSCR2	1	1	0.008222619	3	0	18164	0.112026221	0.681604097	0.791852393	3	0.166467808	2905
OSBP2	1	1	0.008208598	22	0	18165	0.157301898	0.74181056	0.666725988	22	0.129706989	3787
WNT3A	1	1	0.00819998	1	0	18166	0.190843341	0.768493807	0.797401862	1	0.114359628	4366
SAMSN1	1	1	0.008192312	21	0	18167	0.00465852	0.25100159	0.726272316	21	0.600323527	296
RIMKLB	1	1	0.008191673	12	0	18168	0.384458738	0.896350681	0.750607384	12	0.047522047	7738
NME9	1	1	0.008189015	3	0	18169	0.229822247	0.796080649	0.83659417	3	0.099042933	5149
MED14	1	1	0.008180531	X	0	18170	0.304905854	0.846787119	0.594015788	X	0.072225757	6453
SRC	1	1	0.008174643	20	0	18171	0.002412324	0.180963036	0.878541432	20	0.742410126	210
SLC13A2	1	1	0.008170961	17	0	18172	0.279192131	0.83028655	0.662997275	17	0.080771997	6051
PTPRN2	1	1	0.008162959	7	0	18173	0.328839616	0.861075264	0.668345108	7	0.064958887	6881
SLC6A6	1	1	0.008153643	3	0	18174	0.704482181	0.996579628	0.610398308	3	0.001487995	11058
TRAPPC9	1	1	0.008133747	8	0	18175	0.109525384	0.676529316	0.798636156	8	0.169713379	2869
KLK10	1	1	0.008130492	19	0	18176	0.077794339	0.63256308	0.717948733	19	0.19889616	2160
KCNU1	1	1	0.008117829	8	0	18177	0.413193512	0.912342592	0.735306	8	0.03984205	8155
OR5AU1	1	1	0.008112767	14	0	18178	0.494335534	0.947340727	0.646563329	14	0.023493792	9304
ECE2	1	1	0.008109768	3	0	18179	0.348495013	0.873529033	0.809842621	3	0.058722656	7202
BMPER	1	1	0.008106241	7	0	18180	0.337911266	0.86337043	0.710284909	7	0.06380283	6950
OPN3	1	1	0.008078367	1	0	18181	0.996167305	0.996579628	0.633048703	1	0.001487995	10827
RNF32	1	1	0.008066992	7	0	18182	0.570323779	0.996579628	0.589472813	7	0.001487995	11375
PROKR1	1	1	0.00805778	2	0	18183	0.289680652	0.833239931	0.63813755	2	0.079229926	6260
MOCS3	1	1	0.008035626	20	0	18184	0.986692384	0.996579628	0.665925211	20	0.001487995	10589
TRIM3	1	1	0.008030574	11	0	18185	0.15412376	0.739851353	0.594104561	11	0.130855528	3708
SDC2	1	1	0.008016486	8	0	18186	0.034647263	0.513281389	0.821010011	8	0.289644482	1117
LNX1	1	1	0.007989896	4	0	18187	0.048988669	0.566951265	0.691846525	4	0.246454271	1501
PTK7	1	1	0.007980322	6	0	18188	0.397029962	0.903083616	0.682502638	6	0.044272037	7949
MX1	1	1	0.007969411	21	0	18189	0.284054719	0.832390399	0.68824031	21	0.079672938	6094
SPRR3	1	1	0.007961156	1	0	18190	0.964651502	0.996579628	0.901827663	1	0.001487995	10180
